"transcript_id","structural_isoform","species","sequence_isoform"
"TCONS_00000210_human_techrep1_DAZ","isoform_35","human","isoform_52"
"TCONS_00000211_human_techrep1_DAZ","isoform_59","human","isoform_81"
"TCONS_00000212_bonobo_techrep1_DAZ","isoform_60","bonobo","isoform_82"
"TCONS_00000212_human_techrep1_DAZ","isoform_61","human","isoform_83"
"TCONS_00000213_human_techrep1_DAZ","isoform_62","human","isoform_84"
"TCONS_00000214_human_techrep1_DAZ","isoform_63","human","isoform_85"
"TCONS_00000217_gor_techrep1_DAZ","isoform_29","gor","isoform_86"
"TCONS_00000218_gor_techrep1_DAZ","isoform_64","gor","isoform_87"
"TCONS_00000223_bor_orang_techrep1_DAZ","isoform_65","bor_orang","isoform_88"
"TCONS_00000224_bor_orang_techrep1_DAZ","isoform_66","bor_orang","isoform_89"
"TCONS_00000225_bor_orang_techrep1_DAZ","isoform_67","bor_orang","isoform_90"
"TCONS_00000228_chimp_techrep1_DAZ","isoform_28","chimp","isoform_91"
"TCONS_00000232_bor_orang_techrep1_DAZ","isoform_6","bor_orang","isoform_92"
"TCONS_00000250_bor_orang_techrep1_DAZ","isoform_68","bor_orang","isoform_93"
"TCONS_00000251_bor_orang_techrep1_DAZ","isoform_69","bor_orang","isoform_94"
"TCONS_00000252_bor_orang_techrep1_DAZ","isoform_70","bor_orang","isoform_95"
"TCONS_00000289_bor_orang_techrep1_DAZ","isoform_71","bor_orang","isoform_96"
"TCONS_00000296_human_techrep1_DAZ","isoform_72","human","isoform_97"
"TCONS_00000297_human_techrep1_DAZ","isoform_73","human","isoform_98"
"TCONS_00000298_human_techrep1_DAZ","isoform_74","human","isoform_99"
"TCONS_00000299_human_techrep1_DAZ","isoform_75","human","isoform_100"
"TCONS_00000300_human_techrep1_DAZ","isoform_76","human","isoform_101"
"TCONS_00000303_human_techrep1_DAZ","isoform_77","human","isoform_102"
"TCONS_00000304_human_techrep1_DAZ","isoform_78","human","isoform_103"
"TCONS_00000305_human_techrep1_DAZ","isoform_29","human","isoform_104"
"TCONS_00000306_human_techrep1_DAZ","isoform_25","human","isoform_105"
"TCONS_00000307_human_techrep1_DAZ","isoform_79","human","isoform_106"
"TCONS_00000308_human_techrep1_DAZ","isoform_26","human","isoform_107"
"TCONS_00000312_gor_techrep1_DAZ","isoform_80","gor","isoform_108"
"TCONS_00000313_bor_orang_techrep1_DAZ","isoform_81","bor_orang","isoform_109"
"TCONS_00000313_gor_techrep1_DAZ","isoform_82","gor","isoform_110"
"TCONS_00000314_bor_orang_techrep1_DAZ","isoform_83","bor_orang","isoform_111"
"TCONS_00000314_gor_techrep1_DAZ","isoform_84","gor","isoform_112"
"TCONS_00000315_gor_techrep1_DAZ","isoform_85","gor","isoform_113"
"TCONS_00000316_gor_techrep1_DAZ","isoform_86","gor","isoform_114"
"TCONS_00000317_bor_orang_techrep1_DAZ","isoform_87","bor_orang","isoform_115"
"TCONS_00000318_bor_orang_techrep1_DAZ","isoform_88","bor_orang","isoform_7"
"TCONS_00000323_bor_orang_techrep1_DAZ","isoform_89","bor_orang","isoform_116"
"TCONS_00000324_bor_orang_techrep1_DAZ","isoform_90","bor_orang","isoform_117"
"TCONS_00000329_bor_orang_techrep1_DAZ","isoform_6","bor_orang","isoform_118"
"TCONS_00000334_bor_orang_techrep1_DAZ","isoform_91","bor_orang","isoform_119"
"TCONS_00000335_bor_orang_techrep1_DAZ","isoform_92","bor_orang","isoform_120"
"TCONS_00000341_human_techrep1_DAZ","isoform_93","human","isoform_121"
"TCONS_00000342_human_techrep1_DAZ","isoform_35","human","isoform_122"
"TCONS_00000343_human_techrep1_DAZ","isoform_94","human","isoform_123"
"TCONS_00000344_human_techrep1_DAZ","isoform_61","human","isoform_124"
"TCONS_00000345_human_techrep1_DAZ","isoform_95","human","isoform_125"
"TCONS_00000359_human_techrep1_DAZ","isoform_96","human","isoform_80"
"TCONS_00000360_human_techrep1_DAZ","isoform_97","human","isoform_126"
"TCONS_00000361_human_techrep1_DAZ","isoform_95","human","isoform_127"
"TCONS_00000362_human_techrep1_DAZ","isoform_98","human","isoform_128"
"TCONS_00000363_human_techrep1_DAZ","isoform_62","human","isoform_129"
"TCONS_00000364_human_techrep1_DAZ","isoform_49","human","isoform_130"
"TCONS_00000365_human_techrep1_DAZ","isoform_99","human","isoform_131"
"TCONS_00000366_human_techrep1_DAZ","isoform_100","human","isoform_132"
"TCONS_00000367_human_techrep1_DAZ","isoform_101","human","isoform_133"
"TCONS_00000368_bor_orang_techrep1_DAZ","isoform_70","bor_orang","isoform_134"
"TCONS_00000371_bor_orang_techrep1_DAZ","isoform_102","bor_orang","isoform_135"
"TCONS_00000413_bor_orang_techrep1_DAZ","isoform_102","bor_orang","isoform_136"
"TCONS_00000685_human_techrep1_DAZ","isoform_37","human","isoform_137"
"TCONS_00000702_human_techrep1_DAZ","isoform_103","human","isoform_138"
"TCONS_00000980_human_techrep1_DAZ","isoform_104","human","isoform_121"
"TCONS_00000981_human_techrep1_DAZ","isoform_51","human","isoform_139"
"TCONS_00000982_human_techrep1_DAZ","isoform_37","human","isoform_140"
"TCONS_00000983_human_techrep1_DAZ","isoform_49","human","isoform_141"
"TCONS_00000984_human_techrep1_DAZ","isoform_105","human","isoform_142"
"TCONS_00000985_human_techrep1_DAZ","isoform_61","human","isoform_143"
"TCONS_00000997_human_techrep1_DAZ","isoform_106","human","isoform_144"
"TCONS_00000998_human_techrep1_DAZ","isoform_107","human","isoform_145"
"TCONS_00001000_human_techrep1_DAZ","isoform_108","human","isoform_146"
"TCONS_00001001_human_techrep1_DAZ","isoform_109","human","isoform_146"
