"transcript_id","structural_isoform","species","sequence_isoform"
"TCONS_00000043_bonobo_techrep1_RBMY","isoform_14","bonobo","isoform_29"
"TCONS_00000044_bonobo_techrep1_RBMY","isoform_15","bonobo","isoform_30"
"TCONS_00000045_bonobo_techrep1_RBMY","isoform_12","bonobo","isoform_30"
"TCONS_00000046_bonobo_techrep1_RBMY","isoform_19","bonobo","isoform_29"
"TCONS_00000048_bonobo_techrep1_RBMY","isoform_10","bonobo","isoform_29"
"TCONS_00000049_bonobo_techrep1_RBMY","isoform_20","bonobo","isoform_29"
"TCONS_00000050_bonobo_techrep1_RBMY","isoform_14","bonobo","isoform_29"
"TCONS_00000051_bonobo_techrep1_RBMY","isoform_15","bonobo","isoform_30"
"TCONS_00000052_bonobo_techrep1_RBMY","isoform_19","bonobo","isoform_29"
"TCONS_00000055_bonobo_techrep1_RBMY","isoform_10","bonobo","isoform_31"
"TCONS_00000056_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_32"
"TCONS_00000057_bonobo_techrep1_RBMY","isoform_14","bonobo","isoform_31"
"TCONS_00000058_bonobo_techrep1_RBMY","isoform_10","bonobo","isoform_33"
"TCONS_00000059_bonobo_techrep1_RBMY","isoform_14","bonobo","isoform_33"
"TCONS_00000062_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_34"
"TCONS_00000063_bonobo_techrep1_RBMY","isoform_3","bonobo","isoform_35"
"TCONS_00000067_chimp_techrep1_RBMY","isoform_10","chimp","isoform_36"
"TCONS_00000080_gor_techrep1_RBMY","isoform_21","gor","isoform_37"
"TCONS_00000083_sum_orang_techrep1_RBMY","isoform_5","sum_orang","isoform_9"
"TCONS_00000084_sum_orang_techrep1_RBMY","isoform_6","sum_orang","isoform_6"
"TCONS_00000085_chimp_techrep1_RBMY","isoform_10","chimp","isoform_38"
"TCONS_00000085_sum_orang_techrep1_RBMY","isoform_18","sum_orang","isoform_27"
"TCONS_00000086_gor_techrep1_RBMY","isoform_22","gor","isoform_39"
"TCONS_00000094_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_40"
"TCONS_00000094_human_techrep1_RBMY","isoform_23","human","isoform_41"
"TCONS_00000095_human_techrep1_RBMY","isoform_12","human","isoform_42"
"TCONS_00000096_bonobo_techrep1_RBMY","isoform_10","bonobo","isoform_43"
"TCONS_00000096_human_techrep1_RBMY","isoform_10","human","isoform_44"
"TCONS_00000097_bonobo_techrep1_RBMY","isoform_12","bonobo","isoform_45"
"TCONS_00000097_human_techrep1_RBMY","isoform_12","human","isoform_46"
"TCONS_00000098_human_techrep1_RBMY","isoform_24","human","isoform_47"
"TCONS_00000099_human_techrep1_RBMY","isoform_10","human","isoform_48"
"TCONS_00000100_human_techrep1_RBMY","isoform_25","human","isoform_49"
"TCONS_00000101_human_techrep1_RBMY","isoform_12","human","isoform_50"
"TCONS_00000102_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_51"
"TCONS_00000102_human_techrep1_RBMY","isoform_26","human","isoform_52"
"TCONS_00000103_bonobo_techrep1_RBMY","isoform_8","bonobo","isoform_53"
"TCONS_00000103_human_techrep1_RBMY","isoform_27","human","isoform_54"
"TCONS_00000104_bonobo_techrep1_RBMY","isoform_8","bonobo","isoform_51"
"TCONS_00000104_human_techrep1_RBMY","isoform_28","human","isoform_55"
"TCONS_00000105_human_techrep1_RBMY","isoform_10","human","isoform_56"
"TCONS_00000106_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_10"
"TCONS_00000107_bonobo_techrep1_RBMY","isoform_8","bonobo","isoform_57"
"TCONS_00000108_bonobo_techrep1_RBMY","isoform_3","bonobo","isoform_58"
"TCONS_00000109_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_57"
"TCONS_00000110_bonobo_techrep1_RBMY","isoform_3","bonobo","isoform_11"
"TCONS_00000111_bonobo_techrep1_RBMY","isoform_14","bonobo","isoform_59"
"TCONS_00000111_chimp_techrep1_RBMY","isoform_15","chimp","isoform_60"
"TCONS_00000112_bonobo_techrep1_RBMY","isoform_14","bonobo","isoform_61"
"TCONS_00000112_chimp_techrep1_RBMY","isoform_14","chimp","isoform_62"
"TCONS_00000113_bonobo_techrep1_RBMY","isoform_10","bonobo","isoform_61"
"TCONS_00000113_chimp_techrep1_RBMY","isoform_12","chimp","isoform_60"
"TCONS_00000114_bonobo_techrep1_RBMY","isoform_10","bonobo","isoform_59"
"TCONS_00000114_chimp_techrep1_RBMY","isoform_10","chimp","isoform_62"
"TCONS_00000115_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_63"
"TCONS_00000115_chimp_techrep1_RBMY","isoform_15","chimp","isoform_64"
"TCONS_00000116_chimp_techrep1_RBMY","isoform_10","chimp","isoform_65"
"TCONS_00000117_chimp_techrep1_RBMY","isoform_14","chimp","isoform_65"
"TCONS_00000118_chimp_techrep1_RBMY","isoform_12","chimp","isoform_23"
"TCONS_00000119_chimp_techrep1_RBMY","isoform_10","chimp","isoform_21"
"TCONS_00000120_chimp_techrep1_RBMY","isoform_14","chimp","isoform_21"
"TCONS_00000121_chimp_techrep1_RBMY","isoform_15","chimp","isoform_23"
"TCONS_00000124_gor_techrep1_RBMY","isoform_7","gor","isoform_66"
"TCONS_00000125_gor_techrep1_RBMY","isoform_9","gor","isoform_67"
"TCONS_00000130_bonobo_techrep1_RBMY","isoform_12","bonobo","isoform_68"
"TCONS_00000131_bonobo_techrep1_RBMY","isoform_14","bonobo","isoform_69"
"TCONS_00000132_bonobo_techrep1_RBMY","isoform_10","bonobo","isoform_69"
"TCONS_00000132_bor_orang_techrep1_RBMY","isoform_2","bor_orang","isoform_2"
"TCONS_00000133_bor_orang_techrep1_RBMY","isoform_18","bor_orang","isoform_27"
"TCONS_00000134_bor_orang_techrep1_RBMY","isoform_6","bor_orang","isoform_6"
"TCONS_00000135_bor_orang_techrep1_RBMY","isoform_29","bor_orang","isoform_70"
"TCONS_00000139_bonobo_techrep1_RBMY","isoform_12","bonobo","isoform_68"
"TCONS_00000140_bonobo_techrep1_RBMY","isoform_14","bonobo","isoform_69"
"TCONS_00000141_bonobo_techrep1_RBMY","isoform_10","bonobo","isoform_69"
"TCONS_00000146_bonobo_techrep1_RBMY","isoform_8","bonobo","isoform_57"
"TCONS_00000147_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_57"
"TCONS_00000167_chimp_techrep1_RBMY","isoform_3","chimp","isoform_71"
"TCONS_00000173_bonobo_techrep1_RBMY","isoform_12","bonobo","isoform_72"
"TCONS_00000177_bonobo_techrep1_RBMY","isoform_10","bonobo","isoform_19"
"TCONS_00000179_chimp_techrep1_RBMY","isoform_12","chimp","isoform_64"
"TCONS_00000179_human_techrep1_RBMY","isoform_12","human","isoform_42"
"TCONS_00000180_human_techrep1_RBMY","isoform_10","human","isoform_44"
"TCONS_00000181_human_techrep1_RBMY","isoform_12","human","isoform_73"
"TCONS_00000182_human_techrep1_RBMY","isoform_10","human","isoform_74"
"TCONS_00000183_bonobo_techrep1_RBMY","isoform_20","bonobo","isoform_29"
"TCONS_00000183_human_techrep1_RBMY","isoform_16","human","isoform_75"
"TCONS_00000187_bonobo_techrep1_RBMY","isoform_12","bonobo","isoform_30"
"TCONS_00000191_human_techrep1_RBMY","isoform_12","human","isoform_50"
"TCONS_00000192_gor_techrep1_RBMY","isoform_30","gor","isoform_76"
"TCONS_00000192_human_techrep1_RBMY","isoform_28","human","isoform_55"
"TCONS_00000193_human_techrep1_RBMY","isoform_10","human","isoform_56"
"TCONS_00000198_bonobo_techrep1_RBMY","isoform_3","bonobo","isoform_77"
"TCONS_00000199_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_53"
"TCONS_00000201_bonobo_techrep1_RBMY","isoform_8","bonobo","isoform_10"
"TCONS_00000202_bonobo_techrep1_RBMY","isoform_12","bonobo","isoform_78"
"TCONS_00000205_chimp_techrep1_RBMY","isoform_15","chimp","isoform_23"
"TCONS_00000206_bonobo_techrep1_RBMY","isoform_15","bonobo","isoform_68"
"TCONS_00000208_bonobo_techrep1_RBMY","isoform_9","bonobo","isoform_10"
"TCONS_00000209_bonobo_techrep1_RBMY","isoform_11","bonobo","isoform_58"
"TCONS_00000226_chimp_techrep1_RBMY","isoform_14","chimp","isoform_38"
"TCONS_00000240_bonobo_techrep1_RBMY","isoform_11","bonobo","isoform_58"
"TCONS_00000246_gor_techrep1_RBMY","isoform_31","gor","isoform_79"
"TCONS_00000279_human_techrep1_RBMY","isoform_32","human","isoform_80"
"TCONS_00000280_human_techrep1_RBMY","isoform_33","human","isoform_81"
"TCONS_00000281_human_techrep1_RBMY","isoform_24","human","isoform_47"
"TCONS_00000282_human_techrep1_RBMY","isoform_34","human","isoform_82"
"TCONS_00000291_bor_orang_techrep1_RBMY","isoform_35","bor_orang","isoform_83"
"TCONS_00000292_bor_orang_techrep1_RBMY","isoform_17","bor_orang","isoform_25"
"TCONS_00000337_human_techrep1_RBMY","isoform_24","human","isoform_84"
"TCONS_00000663_human_techrep1_RBMY","isoform_36","human","isoform_85"
"TCONS_00000664_human_techrep1_RBMY","isoform_37","human","isoform_86"
"TCONS_00000665_human_techrep1_RBMY","isoform_38","human","isoform_87"
"TCONS_00000666_human_techrep1_RBMY","isoform_39","human","isoform_88"
"TCONS_00000667_human_techrep1_RBMY","isoform_40","human","isoform_89"
"TCONS_00000668_human_techrep1_RBMY","isoform_27","human","isoform_90"
"TCONS_00000670_human_techrep1_RBMY","isoform_40","human","isoform_91"
"TCONS_00000671_human_techrep1_RBMY","isoform_27","human","isoform_92"
"TCONS_00000672_human_techrep1_RBMY","isoform_40","human","isoform_93"
"TCONS_00000673_human_techrep1_RBMY","isoform_27","human","isoform_54"
"TCONS_00000959_human_techrep1_RBMY","isoform_27","human","isoform_94"
"TCONS_00000960_human_techrep1_RBMY","isoform_27","human","isoform_90"
"TCONS_00000961_human_techrep1_RBMY","isoform_41","human","isoform_89"
"TCONS_00000962_human_techrep1_RBMY","isoform_42","human","isoform_44"
"TCONS_00000965_human_techrep1_RBMY","isoform_24","human","isoform_95"
"TCONS_00000972_human_techrep1_RBMY","isoform_27","human","isoform_92"
"TCONS_00000973_human_techrep1_RBMY","isoform_40","human","isoform_91"
